1urvived,P2la11,1ex,Age,1ib1p,Par2h,Fare,Embarked,Title,Family1ize,Mother,2hild,De2k,2abinPo1
0,3,4,1,2,2,34.375,1,4,5,0,1,13.5,13.5
0,3,4,1,4,2,31.275,1,4,7,0,1,13.5,13.5
0,3,4,1,3,2,27.9,1,4,6,0,1,13.5,13.5
0,3,4,2,0,2,24.15,1,4,3,0,1,13.5,13.5
0,3,4,2,4,2,31.275,1,4,7,0,1,13.5,13.5
1,2,4,2,0,1,19.5,1,4,2,0,1,13.5,13.5
0,3,4,2,0,0,7.8542,1,4,1,0,0,13.5,13.5
0,3,4,2,5,2,46.9,1,4,8,0,1,13.5,13.5
1,3,4,2,4,2,7.925,1,4,7,0,1,13.5,13.5
1,2,4,2,0,0,10.5,1,4,1,0,0,13.5,13.5
0,3,4,2,2,0,18,1,4,3,0,0,13.5,13.5
1,2,4,2,0,2,13,1,4,3,0,1,13.5,13.5
1,2,4,2,0,1,23,1,4,2,0,1,13.5,13.5
1,3,4,2,0,0,9.8417,1,4,1,0,0,13.5,13.5
1,3,4,2,0,0,7.4958,1,4,1,0,0,13.5,13.5
0,3,4,2,0,0,7.775,1,4,1,0,0,13.5,13.5
1,3,4,2,1,0,7.8542,1,4,2,0,0,13.5,13.5
1,2,4,2,0,0,26,1,4,1,0,0,13.5,13.5
0,3,4,3,1,0,9.825,1,4,2,0,0,13.5,13.5
0,3,4,3,0,0,8.6625,1,4,1,0,0,13.5,13.5
1,2,4,3,0,0,10.5,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.65,1,4,1,0,0,13.5,13.5
0,3,4,3,1,0,9.825,1,4,2,0,0,13.5,13.5
0,3,4,3,2,2,34.375,1,4,5,0,0,13.5,13.5
1,3,4,3,0,0,7.75,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.25,1,4,1,0,0,13.5,13.5
0,3,4,3,0,0,9.8375,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.775,1,4,1,0,0,13.5,13.5
1,1,4,3,0,0,151.55,1,4,1,0,0,13.5,13.5
0,3,4,3,0,0,10.5167,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.55,1,4,1,0,0,13.5,13.5
0,3,4,3,0,0,7.925,1,4,1,0,0,13.5,13.5
0,2,4,3,0,0,13,1,4,1,0,0,13.5,13.5
0,3,4,3,0,0,8.85,1,4,1,0,0,13.5,13.5
1,2,4,3,1,2,65,1,4,4,0,0,13.5,13.5
0,3,4,3,0,0,7.775,1,4,1,0,0,13.5,13.5
1,2,4,3,1,1,30,1,4,3,0,0,13.5,13.5
0,3,4,3,1,0,7.925,1,4,2,0,0,13.5,13.5
1,3,4,3,0,0,7.925,1,4,1,0,0,13.5,13.5
1,1,4,3,0,0,78.85,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.8542,1,4,1,0,0,13.5,13.5
1,3,4,3,0,0,7.925,1,4,1,0,0,13.5,13.5
0,3,4,3,0,0,7.8958,1,4,1,0,0,13.5,13.5
1,2,4,3,0,0,13,1,4,1,0,0,13.5,13.5
1,3,4,4,0,0,12.475,1,4,1,0,0,13.5,13.5
0,3,4,4,0,0,8.6625,1,4,1,0,0,13.5,13.5
1,2,4,4,0,0,13,1,4,1,0,0,13.5,13.5
0,3,4,4,0,0,7.8542,1,4,1,0,0,13.5,13.5
1,2,4,4,0,0,13,1,4,1,0,0,13.5,13.5
1,2,4,4,0,0,21,1,4,1,0,0,13.5,13.5
1,2,4,4,0,0,13,1,4,1,0,0,13.5,13.5
0,3,4,4,0,0,9.5875,1,4,1,0,0,13.5,13.5
0,2,4,4,0,0,13,1,4,1,0,0,13.5,13.5
1,2,4,5,0,0,13,1,4,1,0,0,13.5,13.5
0,3,4,5,0,0,7.75,1,4,1,0,0,13.5,13.5
1,2,4,6,0,0,10.5,1,4,1,0,0,13.5,13.5
1,2,4,6,0,0,10.5,1,4,1,0,0,13.5,13.5
1,1,4,3,0,0,77.9583,1,4,1,0,0,4,5
1,1,4,7,1,0,77.9583,1,4,2,0,0,4,5
1,1,4,4,0,2,164.8667,1,4,3,0,0,3,5
0,3,4,1,0,1,10.4625,1,4,2,0,1,7,5
1,3,4,1,1,1,16.7,1,4,3,0,1,7,5
1,1,4,2,0,1,211.3375,1,4,2,0,1,2,5
1,1,4,3,0,0,211.3375,1,4,1,0,0,2,5
1,2,4,1,2,1,39,1,4,4,0,1,6,5
0,3,2,2,0,0,7.65,1,2,1,0,0,6,13.5
0,3,2,3,0,0,7.65,1,2,1,0,0,6,13.5
0,3,2,5,0,0,7.65,1,2,1,0,0,6,13.5
0,1,2,15,0,0,35,1,2,1,0,0,3,10
1,1,2,5,1,0,52,1,2,2,0,0,3,10
0,1,2,15,0,0,26.55,1,2,1,0,0,3,10
0,1,2,5,0,0,28.5,1,2,1,0,0,3,10
0,1,2,4,1,0,53.1,1,2,2,0,0,3,10
0,1,2,5,0,0,52,1,2,1,0,0,3,10
1,1,2,15,0,0,30.5,1,2,1,0,0,3,10
0,1,2,15,0,0,0,1,2,1,0,0,2,10
1,1,2,4,1,2,120,1,2,4,0,0,2,10
0,1,2,15,0,0,221.7792,1,2,1,0,0,3,10
0,1,2,5,0,0,0,1,2,1,0,0,2,10
1,1,2,4,1,0,90,1,2,2,0,0,3,10
0,1,2,4,0,1,153.4625,1,2,2,0,0,3,10
0,1,2,7,0,0,26.55,1,2,1,0,0,3,10
0,1,2,5,1,0,83.475,1,2,2,0,0,3,10
0,1,2,4,1,0,52,1,2,2,0,0,2,1
0,1,2,6,1,1,79.65,1,2,3,0,0,5,1
0,1,2,5,0,0,38.5,1,2,1,0,0,5,1
0,1,2,5,0,0,25.5875,1,2,1,0,0,5,1
1,2,2,4,0,0,13,1,2,1,0,0,4,1
1,1,2,15,0,0,35.5,1,2,1,0,0,3,1
1,1,2,3,0,0,26.55,1,2,1,0,0,3,1
0,1,2,4,0,0,5,1,2,1,0,0,2,1
0,1,2,7,0,0,32.3208,1,2,1,0,0,4,1
0,1,2,6,0,0,51.8625,1,2,1,0,0,5,1
0,1,2,5,0,0,34.0208,1,2,1,0,0,4,1
0,1,2,4,1,0,78.85,1,2,2,0,0,3,1
1,1,2,15,0,0,30,1,2,1,0,0,4,1
0,1,2,6,1,0,55.9,1,2,2,0,0,5,1
0,1,2,7,0,0,26.55,1,2,1,0,0,5,5
0,1,2,4,0,0,0,1,2,1,0,0,1,5
1,1,2,4,1,1,52.5542,1,2,3,0,0,4,5
0,1,2,15,0,0,50,1,2,1,0,0,1,5
0,1,2,5,1,0,61.175,1,2,2,0,0,5,5
0,1,2,2,1,0,53.1,1,2,2,0,0,4,5
0,1,2,6,0,0,30.5,1,2,1,0,0,3,5
0,1,2,3,0,1,77.2875,1,2,2,0,0,4,5
0,1,2,6,0,1,77.2875,1,2,2,0,0,4,5
1,1,2,4,0,0,26.2875,1,2,1,0,0,5,5
1,1,2,4,0,0,26.3875,1,2,1,0,0,5,5
1,1,2,4,0,0,26.2875,1,2,1,0,0,5,5
1,1,2,5,0,0,26.2875,1,2,1,0,0,5,5
0,1,2,4,0,0,50.4958,1,2,1,0,0,1,5
0,1,2,2,3,2,263,1,2,6,0,0,3,5
0,1,2,7,1,4,263,1,2,6,0,0,3,5
1,1,2,9,0,0,30,1,2,1,0,0,1,5
1,1,2,4,1,0,57,1,2,2,0,0,2,5
1,1,2,5,1,0,52.5542,1,2,2,0,0,4,5
0,1,2,7,0,0,33.5,1,2,1,0,0,2,5
0,1,2,15,0,0,26,1,2,1,0,0,1,5
1,1,2,6,0,0,26.55,1,2,1,0,0,5,5
0,1,2,15,0,0,52,1,2,1,0,0,1,5
0,1,2,5,0,0,35.5,1,2,1,0,0,8,13.5
1,2,2,15,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
1,3,2,15,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.3125,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,1,2,15,0,0,25.925,1,2,1,0,0,13.5,13.5
0,3,2,15,8,2,69.55,1,2,11,0,1,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.25,1,2,1,0,0,13.5,13.5
0,1,2,15,0,0,31,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,8,2,69.55,1,2,11,0,1,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.25,1,2,1,0,0,13.5,13.5
1,3,2,15,0,0,8.1125,1,2,1,0,0,13.5,13.5
0,3,2,15,1,0,19.9667,1,2,2,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.25,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,1,0,19.9667,1,2,2,0,0,13.5,13.5
0,3,2,15,0,0,15.1,1,2,1,0,0,13.5,13.5
1,1,2,15,0,0,26.55,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,14.5,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,1,2,15,0,0,42.4,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.05,1,2,1,0,0,13.5,13.5
0,1,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,1,0,16.1,1,2,2,0,0,13.5,13.5
1,3,2,15,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.55,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.775,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
1,3,2,15,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,2,2,15,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,14.5,1,2,1,0,0,13.5,13.5
0,3,2,15,1,2,23.45,1,2,4,0,1,13.5,13.5
0,3,2,15,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,15,8,2,69.55,1,2,11,0,1,13.5,13.5
0,3,2,15,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,15,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,2,5,2,46.9,1,2,8,0,1,13.5,13.5
0,3,2,2,4,1,39.6875,1,2,6,0,1,13.5,13.5
0,3,2,2,1,3,34.375,1,2,5,0,1,13.5,13.5
0,3,2,2,0,0,9.2167,1,2,1,0,0,13.5,13.5
1,3,2,2,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,2,4,1,39.6875,1,2,6,0,1,13.5,13.5
0,3,2,2,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,2,2,0,18,1,2,3,0,0,13.5,13.5
0,3,2,2,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,2,1,1,20.25,1,2,3,0,1,13.5,13.5
0,3,2,2,0,0,7.775,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,26,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.125,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,3,2,2,1,0,7.0542,1,2,2,0,0,13.5,13.5
0,3,2,2,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,11.5,1,2,1,0,0,13.5,13.5
0,3,2,2,1,1,7.8542,1,2,3,0,1,13.5,13.5
1,3,2,2,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,2,1,0,6.4958,1,2,2,0,0,13.5,13.5
0,2,2,2,0,0,73.5,1,2,1,0,0,13.5,13.5
0,3,2,2,1,1,20.2125,1,2,3,0,1,13.5,13.5
0,3,2,2,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,11.5,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.75,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,8.3,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,8.1583,1,2,1,0,0,13.5,13.5
0,2,2,2,1,1,36.75,1,2,3,0,0,13.5,13.5
0,2,2,2,0,0,13,1,2,1,0,0,13.5,13.5
1,2,2,2,0,0,10.5,1,2,1,0,0,13.5,13.5
0,2,2,2,0,0,10.5,1,2,1,0,0,13.5,13.5
1,3,2,2,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,14.5,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,10.1708,1,2,1,0,0,13.5,13.5
0,3,2,2,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8542,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8542,1,2,1,0,0,13.5,13.5
1,3,2,3,1,0,7.925,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,9.225,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.8458,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,73.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.925,1,2,1,0,0,13.5,13.5
0,2,2,3,2,0,73.5,1,2,3,0,0,13.5,13.5
0,3,2,3,0,0,7.925,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8542,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,16.1,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.4333,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,2,2,3,1,0,11.5,1,2,2,0,0,13.5,13.5
0,3,2,3,1,0,7.25,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,9,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.35,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.125,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.5208,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.225,1,2,1,0,0,13.5,13.5
0,2,2,3,2,1,11.5,1,2,4,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8542,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,7.1417,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.05,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.4958,1,2,1,0,0,13.5,13.5
0,3,2,3,2,0,24.15,1,2,3,0,0,13.5,13.5
0,2,2,3,2,0,73.5,1,2,3,0,0,13.5,13.5
0,3,2,3,1,0,16.1,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,9.5,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
1,3,2,3,1,0,7.775,1,2,2,0,0,13.5,13.5
1,3,2,3,0,0,0,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,3,1,0,17.8,1,2,2,0,0,13.5,13.5
0,3,2,3,1,0,7.775,1,2,2,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,3,1,0,26,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,7.05,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.05,1,2,1,0,0,13.5,13.5
0,3,2,3,2,0,8.6625,1,2,3,0,0,13.5,13.5
0,3,2,3,1,2,20.575,1,2,4,0,0,13.5,13.5
0,3,2,3,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,1,0,7.8542,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,7.8875,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,26,1,2,1,0,0,13.5,13.5
1,1,2,3,0,0,30.5,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,6.975,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,1,2,3,0,0,47.1,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8542,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,3,2,0,7.925,1,2,3,0,0,13.5,13.5
0,3,2,3,1,0,15.85,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,22.525,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,13.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.7958,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,16.1,1,2,1,0,0,13.5,13.5
1,3,2,3,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,3,1,0,21,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,7.775,1,2,1,0,0,13.5,13.5
0,2,2,3,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.875,1,2,1,0,0,13.5,13.5
0,3,2,3,1,0,7.0458,1,2,2,0,0,13.5,13.5
0,3,2,3,0,0,9.4833,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,4,1,0,16.1,1,2,2,0,0,13.5,13.5
1,3,2,4,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.25,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,10.5,1,2,1,0,0,13.5,13.5
0,2,2,4,1,1,26.25,1,2,3,0,0,13.5,13.5
1,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
1,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.775,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,10.5,1,2,1,0,0,13.5,13.5
1,3,2,4,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,3,2,4,1,0,15.85,1,2,2,0,0,13.5,13.5
0,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,1,2,1,0,0,13.5,13.5
1,2,2,4,1,0,26,1,2,2,0,0,13.5,13.5
1,3,2,4,0,0,7.8542,1,2,1,0,0,13.5,13.5
1,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,2,2,4,2,0,73.5,1,2,3,0,0,13.5,13.5
0,3,2,4,0,0,8.3625,1,2,1,0,0,13.5,13.5
1,3,2,4,0,0,56.4958,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.6542,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,12.275,1,2,1,0,0,13.5,13.5
0,3,2,4,1,1,20.525,1,2,3,0,0,13.5,13.5
0,3,2,4,0,0,7.775,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,9.5,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,2,2,4,1,0,26,1,2,2,0,0,13.5,13.5
0,3,2,4,0,0,6.4958,1,2,1,0,0,13.5,13.5
0,2,2,4,1,0,21,1,2,2,0,0,13.5,13.5
1,1,2,4,0,0,26.55,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,1,0,21,1,2,2,0,0,13.5,13.5
0,3,2,4,1,1,14.4,1,2,3,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,26,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.05,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.125,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,10.5,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,4,1,2,27.75,1,2,4,0,0,13.5,13.5
0,3,2,4,1,1,24.15,1,2,3,0,0,13.5,13.5
0,3,2,4,1,0,15.55,1,2,2,0,0,13.5,13.5
0,3,2,4,0,0,7.4958,1,2,1,0,0,13.5,13.5
0,3,2,4,2,0,7.925,1,2,3,0,0,13.5,13.5
0,2,2,4,1,0,26,1,2,2,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.05,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,3,2,4,1,5,31.275,1,2,7,0,0,13.5,13.5
1,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.925,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,26,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,4,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,4,0,0,24.15,1,2,1,0,0,13.5,13.5
0,3,2,5,1,4,27.9,1,2,6,0,0,13.5,13.5
0,3,2,5,0,0,7.8958,1,2,1,0,0,13.5,13.5
0,3,2,5,0,2,14.5,1,2,3,0,0,13.5,13.5
0,3,2,5,0,0,7.125,1,2,1,0,0,13.5,13.5
0,3,2,5,2,0,14.1083,1,2,3,0,0,13.5,13.5
0,1,2,5,1,0,52,1,2,2,0,0,13.5,13.5
0,3,2,5,0,1,8.4042,1,2,2,0,0,13.5,13.5
0,2,2,5,1,0,27,1,2,2,0,0,13.5,13.5
1,2,2,5,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,8.6625,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,7.55,1,2,1,0,0,13.5,13.5
0,2,2,5,1,1,26.25,1,2,3,0,0,13.5,13.5
